rep_id,rep_name,territory_id,hcp_id,activity_type,activity_date,duration_minutes,samples_left,outcome
REP-039,Pradeep Shah,TER-16,HCP-0407,Visit,2025-09-09,72,13,Neutral
REP-020,Sneha Deshmukh,TER-08,HCP-0205,Phone Call,2025-09-09,16,0,Neutral
REP-041,Sameer Rajan,TER-17,HCP-0416,Visit,2025-09-09,42,0,Neutral
REP-001,Rajesh Sharma,TER-01,HCP-0027,Phone Call,2025-09-09,47,0,Declined Meeting
REP-018,Divya Bhat,TER-07,HCP-0184,Virtual Meeting,2025-09-10,36,0,Positive
REP-034,Varsha Roy,TER-14,HCP-0347,Visit,2025-09-10,36,7,Positive
REP-022,Shreya Menon,TER-09,HCP-0227,Phone Call,2025-09-10,27,0,No Show
REP-037,Naveen Deshpande,TER-15,HCP-0372,Visit,2025-09-10,28,9,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0295,Phone Call,2025-09-10,34,0,Positive
REP-024,Komal Dubey,TER-09,HCP-0228,Virtual Meeting,2025-09-10,30,0,Neutral
REP-001,Rajesh Sharma,TER-01,HCP-0002,Phone Call,2025-09-10,43,0,Neutral
REP-012,Pooja Iyer,TER-04,HCP-0102,Sample Drop,2025-09-10,43,8,Positive
REP-037,Naveen Deshpande,TER-15,HCP-0375,Visit,2025-09-10,36,2,Positive
REP-004,Neha Gupta,TER-02,HCP-0058,Visit,2025-09-10,25,12,Follow-up Required
REP-049,Tarun Agarwal,TER-20,HCP-0496,Phone Call,2025-09-10,71,0,Positive
REP-004,Neha Gupta,TER-02,HCP-0039,Conference,2025-09-10,54,0,Neutral
REP-040,Bhavna Thakur,TER-16,HCP-0402,Phone Call,2025-09-10,59,0,Positive
REP-008,Kavita Nair,TER-03,HCP-0079,Visit,2025-09-10,15,7,Neutral
REP-046,Isha Prasad,TER-19,HCP-0462,Conference,2025-09-10,41,0,Neutral
REP-021,Rahul Shetty,TER-08,HCP-0202,Sample Drop,2025-09-10,49,13,Positive
REP-036,Tanvi Patil,TER-15,HCP-0368,Conference,2025-09-10,38,0,No Show
REP-026,Shruti Saxena,TER-10,HCP-0243,Phone Call,2025-09-10,25,0,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0444,Visit,2025-09-10,74,11,Positive
REP-026,Shruti Saxena,TER-10,HCP-0247,Virtual Meeting,2025-09-10,15,0,Positive
REP-039,Pradeep Shah,TER-16,HCP-0406,Phone Call,2025-09-10,27,0,Positive
REP-026,Shruti Saxena,TER-10,HCP-0242,Conference,2025-09-10,26,0,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0281,Phone Call,2025-09-11,16,0,Positive
REP-004,Neha Gupta,TER-02,HCP-0065,Phone Call,2025-09-11,47,0,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0169,Visit,2025-09-11,28,5,Positive
REP-008,Kavita Nair,TER-03,HCP-0079,Virtual Meeting,2025-09-11,16,0,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0436,Visit,2025-09-11,72,13,Positive
REP-004,Neha Gupta,TER-02,HCP-0052,Visit,2025-09-11,37,2,Positive
REP-002,Priya Patel,TER-01,HCP-0021,Visit,2025-09-11,45,2,Positive
REP-004,Neha Gupta,TER-02,HCP-0066,Sample Drop,2025-09-11,40,0,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0499,Visit,2025-09-11,38,8,Neutral
REP-019,Vivek Kulkarni,TER-07,HCP-0175,Sample Drop,2025-09-11,26,6,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0219,Phone Call,2025-09-11,44,0,No Show
REP-006,Sunita Reddy,TER-02,HCP-0042,Phone Call,2025-09-11,51,0,Neutral
REP-044,Heena Venkatesh,TER-18,HCP-0442,Visit,2025-09-11,60,13,Positive
REP-001,Rajesh Sharma,TER-01,HCP-0018,Conference,2025-09-11,40,0,No Show
REP-031,Harsh Mukherjee,TER-13,HCP-0323,Visit,2025-09-11,57,1,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0429,Conference,2025-09-11,17,0,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0227,Phone Call,2025-09-11,19,0,Follow-up Required
REP-028,Pallavi Kapoor,TER-11,HCP-0274,Visit,2025-09-11,45,8,Neutral
REP-020,Sneha Deshmukh,TER-08,HCP-0206,Virtual Meeting,2025-09-11,40,0,No Show
REP-038,Smita Jain,TER-16,HCP-0410,Visit,2025-09-11,52,5,Follow-up Required
REP-024,Komal Dubey,TER-09,HCP-0228,Visit,2025-09-11,60,8,Positive
REP-010,Anjali Mehta,TER-04,HCP-0122,Visit,2025-09-11,44,1,Follow-up Required
REP-023,Pranav Tiwari,TER-09,HCP-0227,Phone Call,2025-09-11,43,0,Positive
REP-038,Smita Jain,TER-16,HCP-0409,Sample Drop,2025-09-11,56,13,No Show
REP-030,Rashmi Bose,TER-12,HCP-0313,Sample Drop,2025-09-11,29,12,Positive
REP-003,Amit Kumar,TER-01,HCP-0034,Phone Call,2025-09-12,65,0,Positive
REP-001,Rajesh Sharma,TER-01,HCP-0032,Phone Call,2025-09-12,30,0,Follow-up Required
REP-036,Tanvi Patil,TER-15,HCP-0384,Sample Drop,2025-09-12,27,8,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0203,Phone Call,2025-09-12,19,0,Neutral
REP-045,Mohan Narayan,TER-18,HCP-0439,Phone Call,2025-09-12,26,0,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0353,Phone Call,2025-09-12,54,0,Follow-up Required
REP-044,Heena Venkatesh,TER-18,HCP-0441,Visit,2025-09-12,51,1,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0210,Virtual Meeting,2025-09-12,46,0,Positive
REP-014,Meera Das,TER-05,HCP-0152,Phone Call,2025-09-12,55,0,Positive
REP-001,Rajesh Sharma,TER-01,HCP-0015,Virtual Meeting,2025-09-12,30,0,Declined Meeting
REP-041,Sameer Rajan,TER-17,HCP-0416,Conference,2025-09-12,36,0,Follow-up Required
REP-044,Heena Venkatesh,TER-18,HCP-0456,Conference,2025-09-12,25,0,No Show
REP-036,Tanvi Patil,TER-15,HCP-0382,Phone Call,2025-09-12,20,0,Positive
REP-014,Meera Das,TER-05,HCP-0131,Visit,2025-09-12,46,8,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0425,Virtual Meeting,2025-09-12,60,0,Follow-up Required
REP-045,Mohan Narayan,TER-18,HCP-0457,Conference,2025-09-12,25,0,Declined Meeting
REP-037,Naveen Deshpande,TER-15,HCP-0369,Visit,2025-09-12,16,2,Neutral
REP-037,Naveen Deshpande,TER-15,HCP-0388,Sample Drop,2025-09-12,38,2,Neutral
REP-042,Chitra Krishnan,TER-17,HCP-0433,Conference,2025-09-12,55,0,Positive
REP-002,Priya Patel,TER-01,HCP-0024,Virtual Meeting,2025-09-12,28,0,Neutral
REP-035,Ravi Ghosh,TER-14,HCP-0345,Phone Call,2025-09-12,29,0,Positive
REP-009,Deepak Joshi,TER-03,HCP-0083,Virtual Meeting,2025-09-12,18,0,Neutral
REP-011,Arun Rao,TER-04,HCP-0110,Sample Drop,2025-09-12,23,2,Neutral
REP-048,Kalpana Khanna,TER-20,HCP-0499,Conference,2025-09-13,59,0,Positive
REP-040,Bhavna Thakur,TER-16,HCP-0405,Visit,2025-09-13,24,9,Positive
REP-010,Anjali Mehta,TER-04,HCP-0120,Phone Call,2025-09-13,59,0,No Show
REP-038,Smita Jain,TER-16,HCP-0414,Phone Call,2025-09-13,72,0,Follow-up Required
REP-024,Komal Dubey,TER-09,HCP-0228,Phone Call,2025-09-13,35,0,Neutral
REP-048,Kalpana Khanna,TER-20,HCP-0494,Phone Call,2025-09-13,35,0,Declined Meeting
REP-003,Amit Kumar,TER-01,HCP-0034,Visit,2025-09-13,65,1,Positive
REP-031,Harsh Mukherjee,TER-13,HCP-0336,Phone Call,2025-09-13,53,0,Positive
REP-033,Ajay Sen,TER-14,HCP-0351,Phone Call,2025-09-13,49,0,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0496,Sample Drop,2025-09-13,39,3,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0429,Virtual Meeting,2025-09-13,20,0,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0499,Conference,2025-09-13,66,0,Positive
REP-038,Smita Jain,TER-16,HCP-0411,Phone Call,2025-09-13,43,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0486,Visit,2025-09-13,62,13,Positive
REP-026,Shruti Saxena,TER-10,HCP-0249,Conference,2025-09-13,33,0,Follow-up Required
REP-041,Sameer Rajan,TER-17,HCP-0428,Virtual Meeting,2025-09-15,31,0,Neutral
REP-044,Heena Venkatesh,TER-18,HCP-0452,Conference,2025-09-15,54,0,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0197,Virtual Meeting,2025-09-15,39,0,Neutral
REP-009,Deepak Joshi,TER-03,HCP-0072,Visit,2025-09-15,53,1,Follow-up Required
REP-047,Gopal Srivastava,TER-19,HCP-0471,Conference,2025-09-15,24,0,Positive
REP-001,Rajesh Sharma,TER-01,HCP-0028,Phone Call,2025-09-15,49,0,No Show
REP-014,Meera Das,TER-05,HCP-0149,Phone Call,2025-09-15,22,0,Neutral
REP-008,Kavita Nair,TER-03,HCP-0076,Sample Drop,2025-09-15,22,2,Positive
REP-046,Isha Prasad,TER-19,HCP-0468,Phone Call,2025-09-15,52,0,Neutral
REP-002,Priya Patel,TER-01,HCP-0035,Visit,2025-09-15,26,4,Positive
REP-039,Pradeep Shah,TER-16,HCP-0411,Visit,2025-09-15,70,8,Positive
REP-007,Sanjay Verma,TER-03,HCP-0100,Phone Call,2025-09-15,54,0,Neutral
REP-013,Rohit Banerjee,TER-05,HCP-0151,Visit,2025-09-15,21,8,Positive
REP-045,Mohan Narayan,TER-18,HCP-0447,Visit,2025-09-15,50,5,Positive
REP-017,Anand Yadav,TER-06,HCP-0159,Conference,2025-09-15,47,0,Positive
REP-002,Priya Patel,TER-01,HCP-0022,Visit,2025-09-15,16,4,Neutral
REP-012,Pooja Iyer,TER-04,HCP-0103,Virtual Meeting,2025-09-15,60,0,Positive
REP-047,Gopal Srivastava,TER-19,HCP-0459,Visit,2025-09-15,22,5,Follow-up Required
REP-036,Tanvi Patil,TER-15,HCP-0388,Virtual Meeting,2025-09-15,23,0,Neutral
REP-038,Smita Jain,TER-16,HCP-0410,Phone Call,2025-09-15,68,0,Follow-up Required
REP-033,Ajay Sen,TER-14,HCP-0362,Visit,2025-09-15,49,3,Follow-up Required
REP-026,Shruti Saxena,TER-10,HCP-0271,Visit,2025-09-16,28,8,Positive
REP-004,Neha Gupta,TER-02,HCP-0057,Visit,2025-09-16,25,14,Neutral
REP-044,Heena Venkatesh,TER-18,HCP-0446,Phone Call,2025-09-16,40,0,Positive
REP-002,Priya Patel,TER-01,HCP-0013,Phone Call,2025-09-16,22,0,Positive
REP-047,Gopal Srivastava,TER-19,HCP-0475,Visit,2025-09-16,28,6,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0496,Phone Call,2025-09-16,71,0,Follow-up Required
REP-030,Rashmi Bose,TER-12,HCP-0301,Visit,2025-09-16,25,2,Declined Meeting
REP-008,Kavita Nair,TER-03,HCP-0097,Sample Drop,2025-09-16,48,1,Positive
REP-019,Vivek Kulkarni,TER-07,HCP-0179,Conference,2025-09-16,39,0,Positive
REP-006,Sunita Reddy,TER-02,HCP-0046,Sample Drop,2025-09-16,31,3,Positive
REP-030,Rashmi Bose,TER-12,HCP-0304,Phone Call,2025-09-16,37,0,Follow-up Required
REP-034,Varsha Roy,TER-14,HCP-0364,Visit,2025-09-16,35,6,Neutral
REP-004,Neha Gupta,TER-02,HCP-0039,Virtual Meeting,2025-09-16,29,0,Positive
REP-016,Swati Chauhan,TER-06,HCP-0170,Virtual Meeting,2025-09-16,15,0,Declined Meeting
REP-039,Pradeep Shah,TER-16,HCP-0405,Phone Call,2025-09-16,61,0,Positive
REP-031,Harsh Mukherjee,TER-13,HCP-0323,Virtual Meeting,2025-09-16,22,0,Neutral
REP-045,Mohan Narayan,TER-18,HCP-0447,Visit,2025-09-16,52,7,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0159,Phone Call,2025-09-16,36,0,Positive
REP-008,Kavita Nair,TER-03,HCP-0091,Visit,2025-09-16,50,2,Neutral
REP-011,Arun Rao,TER-04,HCP-0118,Visit,2025-09-17,21,12,Positive
REP-036,Tanvi Patil,TER-15,HCP-0383,Phone Call,2025-09-17,18,0,Neutral
REP-023,Pranav Tiwari,TER-09,HCP-0241,Phone Call,2025-09-17,26,0,Neutral
REP-004,Neha Gupta,TER-02,HCP-0043,Phone Call,2025-09-17,74,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0485,Phone Call,2025-09-17,36,0,Positive
REP-043,Arjun Subramaniam,TER-17,HCP-0427,Visit,2025-09-17,25,7,Neutral
REP-031,Harsh Mukherjee,TER-13,HCP-0337,Phone Call,2025-09-17,40,0,Declined Meeting
REP-043,Arjun Subramaniam,TER-17,HCP-0422,Phone Call,2025-09-17,20,0,Neutral
REP-016,Swati Chauhan,TER-06,HCP-0158,Phone Call,2025-09-17,28,0,Neutral
REP-036,Tanvi Patil,TER-15,HCP-0388,Conference,2025-09-17,36,0,Neutral
REP-021,Rahul Shetty,TER-08,HCP-0211,Virtual Meeting,2025-09-17,30,0,Follow-up Required
REP-001,Rajesh Sharma,TER-01,HCP-0002,Virtual Meeting,2025-09-17,12,0,Follow-up Required
REP-039,Pradeep Shah,TER-16,HCP-0406,Phone Call,2025-09-17,64,0,Follow-up Required
REP-003,Amit Kumar,TER-01,HCP-0023,Phone Call,2025-09-17,50,0,Positive
REP-022,Shreya Menon,TER-09,HCP-0224,Phone Call,2025-09-17,45,0,Declined Meeting
REP-003,Amit Kumar,TER-01,HCP-0017,Virtual Meeting,2025-09-17,29,0,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0456,Sample Drop,2025-09-18,55,13,Positive
REP-010,Anjali Mehta,TER-04,HCP-0102,Conference,2025-09-18,24,0,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0236,Virtual Meeting,2025-09-18,20,0,Neutral
REP-032,Aparna Chatterjee,TER-13,HCP-0336,Sample Drop,2025-09-18,51,1,Neutral
REP-030,Rashmi Bose,TER-12,HCP-0306,Phone Call,2025-09-18,44,0,Positive
REP-025,Gaurav Pandey,TER-10,HCP-0267,Visit,2025-09-18,33,4,Positive
REP-002,Priya Patel,TER-01,HCP-0026,Visit,2025-09-18,57,12,Neutral
REP-004,Neha Gupta,TER-02,HCP-0066,Visit,2025-09-18,34,5,Positive
REP-039,Pradeep Shah,TER-16,HCP-0397,Sample Drop,2025-09-18,52,1,Neutral
REP-022,Shreya Menon,TER-09,HCP-0224,Visit,2025-09-18,25,8,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0498,Sample Drop,2025-09-18,26,13,Positive
REP-004,Neha Gupta,TER-02,HCP-0053,Visit,2025-09-18,27,1,Neutral
REP-036,Tanvi Patil,TER-15,HCP-0368,Phone Call,2025-09-18,26,0,No Show
REP-005,Vikram Singh,TER-02,HCP-0066,Conference,2025-09-18,19,0,No Show
REP-039,Pradeep Shah,TER-16,HCP-0404,Sample Drop,2025-09-18,25,5,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0498,Visit,2025-09-18,38,15,Neutral
REP-010,Anjali Mehta,TER-04,HCP-0120,Phone Call,2025-09-18,47,0,Neutral
REP-008,Kavita Nair,TER-03,HCP-0082,Conference,2025-09-18,53,0,No Show
REP-015,Nikhil Mishra,TER-06,HCP-0168,Virtual Meeting,2025-09-18,55,0,No Show
REP-025,Gaurav Pandey,TER-10,HCP-0260,Visit,2025-09-18,53,2,Neutral
REP-035,Ravi Ghosh,TER-14,HCP-0348,Phone Call,2025-09-18,59,0,Neutral
REP-002,Priya Patel,TER-01,HCP-0013,Phone Call,2025-09-18,22,0,Follow-up Required
REP-035,Ravi Ghosh,TER-14,HCP-0349,Visit,2025-09-18,16,2,Follow-up Required
REP-023,Pranav Tiwari,TER-09,HCP-0235,Sample Drop,2025-09-18,23,12,Neutral
REP-025,Gaurav Pandey,TER-10,HCP-0242,Conference,2025-09-18,50,0,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0499,Phone Call,2025-09-18,51,0,Declined Meeting
REP-010,Anjali Mehta,TER-04,HCP-0108,Virtual Meeting,2025-09-19,52,0,Positive
REP-024,Komal Dubey,TER-09,HCP-0232,Visit,2025-09-19,60,0,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0228,Visit,2025-09-19,30,3,Follow-up Required
REP-030,Rashmi Bose,TER-12,HCP-0303,Visit,2025-09-19,21,8,Declined Meeting
REP-020,Sneha Deshmukh,TER-08,HCP-0210,Virtual Meeting,2025-09-19,42,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0488,Visit,2025-09-19,45,7,Positive
REP-014,Meera Das,TER-05,HCP-0140,Conference,2025-09-19,59,0,Follow-up Required
REP-011,Arun Rao,TER-04,HCP-0118,Virtual Meeting,2025-09-19,16,0,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0348,Sample Drop,2025-09-19,23,2,Positive
REP-019,Vivek Kulkarni,TER-07,HCP-0188,Phone Call,2025-09-19,21,0,Positive
REP-036,Tanvi Patil,TER-15,HCP-0388,Virtual Meeting,2025-09-19,26,0,No Show
REP-042,Chitra Krishnan,TER-17,HCP-0419,Visit,2025-09-19,16,4,Neutral
REP-021,Rahul Shetty,TER-08,HCP-0206,Virtual Meeting,2025-09-19,58,0,Neutral
REP-009,Deepak Joshi,TER-03,HCP-0082,Visit,2025-09-19,58,9,Positive
REP-032,Aparna Chatterjee,TER-13,HCP-0317,Virtual Meeting,2025-09-19,40,0,No Show
REP-006,Sunita Reddy,TER-02,HCP-0042,Phone Call,2025-09-19,75,0,Positive
REP-009,Deepak Joshi,TER-03,HCP-0090,Sample Drop,2025-09-19,52,6,No Show
REP-003,Amit Kumar,TER-01,HCP-0034,Conference,2025-09-19,46,0,Positive
REP-045,Mohan Narayan,TER-18,HCP-0440,Visit,2025-09-19,25,5,Neutral
REP-045,Mohan Narayan,TER-18,HCP-0439,Phone Call,2025-09-19,25,0,Follow-up Required
REP-047,Gopal Srivastava,TER-19,HCP-0460,Phone Call,2025-09-19,32,0,Neutral
REP-033,Ajay Sen,TER-14,HCP-0345,Visit,2025-09-19,36,12,Follow-up Required
REP-001,Rajesh Sharma,TER-01,HCP-0015,Phone Call,2025-09-19,37,0,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0498,Visit,2025-09-20,37,6,Positive
REP-032,Aparna Chatterjee,TER-13,HCP-0320,Visit,2025-09-20,39,7,Follow-up Required
REP-021,Rahul Shetty,TER-08,HCP-0205,Conference,2025-09-20,27,0,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0490,Phone Call,2025-09-20,70,0,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0280,Phone Call,2025-09-20,22,0,Follow-up Required
REP-045,Mohan Narayan,TER-18,HCP-0439,Phone Call,2025-09-20,19,0,Neutral
REP-048,Kalpana Khanna,TER-20,HCP-0486,Sample Drop,2025-09-20,38,1,Neutral
REP-006,Sunita Reddy,TER-02,HCP-0051,Virtual Meeting,2025-09-20,41,0,Declined Meeting
REP-038,Smita Jain,TER-16,HCP-0412,Phone Call,2025-09-20,61,0,Positive
REP-001,Rajesh Sharma,TER-01,HCP-0032,Phone Call,2025-09-20,27,0,Neutral
REP-002,Priya Patel,TER-01,HCP-0011,Visit,2025-09-20,41,0,Declined Meeting
REP-046,Isha Prasad,TER-19,HCP-0474,Phone Call,2025-09-20,46,0,Declined Meeting
REP-039,Pradeep Shah,TER-16,HCP-0404,Visit,2025-09-20,47,5,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0498,Virtual Meeting,2025-09-20,31,0,Positive
REP-045,Mohan Narayan,TER-18,HCP-0451,Visit,2025-09-20,31,5,Positive
REP-047,Gopal Srivastava,TER-19,HCP-0464,Conference,2025-09-20,49,0,Positive
REP-019,Vivek Kulkarni,TER-07,HCP-0186,Phone Call,2025-09-20,21,0,No Show
REP-016,Swati Chauhan,TER-06,HCP-0159,Phone Call,2025-09-22,32,0,Positive
REP-032,Aparna Chatterjee,TER-13,HCP-0336,Visit,2025-09-22,24,9,Neutral
REP-008,Kavita Nair,TER-03,HCP-0079,Virtual Meeting,2025-09-22,47,0,Declined Meeting
REP-003,Amit Kumar,TER-01,HCP-0032,Visit,2025-09-22,38,12,Follow-up Required
REP-037,Naveen Deshpande,TER-15,HCP-0395,Virtual Meeting,2025-09-22,24,0,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0345,Sample Drop,2025-09-22,41,3,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0483,Phone Call,2025-09-22,50,0,Positive
REP-006,Sunita Reddy,TER-02,HCP-0067,Visit,2025-09-22,52,7,Positive
REP-021,Rahul Shetty,TER-08,HCP-0200,Phone Call,2025-09-22,63,0,Positive
REP-048,Kalpana Khanna,TER-20,HCP-0496,Sample Drop,2025-09-22,46,8,Follow-up Required
REP-015,Nikhil Mishra,TER-06,HCP-0167,Visit,2025-09-22,46,14,Neutral
REP-009,Deepak Joshi,TER-03,HCP-0090,Phone Call,2025-09-22,59,0,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0493,Visit,2025-09-22,30,14,Positive
REP-011,Arun Rao,TER-04,HCP-0110,Phone Call,2025-09-22,43,0,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0227,Visit,2025-09-22,48,9,Positive
REP-006,Sunita Reddy,TER-02,HCP-0060,Virtual Meeting,2025-09-22,36,0,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0191,Virtual Meeting,2025-09-22,41,0,Neutral
REP-044,Heena Venkatesh,TER-18,HCP-0437,Visit,2025-09-22,35,0,Positive
REP-002,Priya Patel,TER-01,HCP-0033,Conference,2025-09-22,21,0,No Show
REP-024,Komal Dubey,TER-09,HCP-0232,Conference,2025-09-22,29,0,Follow-up Required
REP-013,Rohit Banerjee,TER-05,HCP-0143,Sample Drop,2025-09-22,46,8,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0297,Visit,2025-09-22,20,1,Neutral
REP-037,Naveen Deshpande,TER-15,HCP-0390,Conference,2025-09-23,55,0,Neutral
REP-020,Sneha Deshmukh,TER-08,HCP-0215,Visit,2025-09-23,19,2,Neutral
REP-024,Komal Dubey,TER-09,HCP-0221,Phone Call,2025-09-23,16,0,Neutral
REP-027,Kiran Malhotra,TER-11,HCP-0282,Visit,2025-09-23,23,9,Positive
REP-025,Gaurav Pandey,TER-10,HCP-0259,Visit,2025-09-23,23,12,Positive
REP-008,Kavita Nair,TER-03,HCP-0098,Virtual Meeting,2025-09-23,42,0,Follow-up Required
REP-039,Pradeep Shah,TER-16,HCP-0413,Visit,2025-09-23,63,14,Neutral
REP-006,Sunita Reddy,TER-02,HCP-0066,Virtual Meeting,2025-09-23,30,0,Neutral
REP-006,Sunita Reddy,TER-02,HCP-0051,Visit,2025-09-23,32,2,Neutral
REP-038,Smita Jain,TER-16,HCP-0415,Sample Drop,2025-09-23,30,13,Neutral
REP-038,Smita Jain,TER-16,HCP-0406,Visit,2025-09-23,50,15,Positive
REP-030,Rashmi Bose,TER-12,HCP-0296,Visit,2025-09-23,58,11,Positive
REP-039,Pradeep Shah,TER-16,HCP-0401,Phone Call,2025-09-23,39,0,Positive
REP-031,Harsh Mukherjee,TER-13,HCP-0317,Visit,2025-09-23,23,2,Positive
REP-040,Bhavna Thakur,TER-16,HCP-0412,Phone Call,2025-09-23,25,0,No Show
REP-002,Priya Patel,TER-01,HCP-0035,Conference,2025-09-23,60,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0498,Visit,2025-09-23,74,6,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0496,Visit,2025-09-23,47,15,Positive
REP-002,Priya Patel,TER-01,HCP-0026,Phone Call,2025-09-23,24,0,Declined Meeting
REP-018,Divya Bhat,TER-07,HCP-0174,Conference,2025-09-23,14,0,No Show
REP-029,Siddharth Chopra,TER-12,HCP-0296,Visit,2025-09-23,30,7,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0481,Sample Drop,2025-09-23,35,2,Neutral
REP-035,Ravi Ghosh,TER-14,HCP-0364,Visit,2025-09-23,47,2,Follow-up Required
REP-015,Nikhil Mishra,TER-06,HCP-0165,Phone Call,2025-09-23,37,0,Positive
REP-003,Amit Kumar,TER-01,HCP-0035,Visit,2025-09-23,52,3,Positive
REP-004,Neha Gupta,TER-02,HCP-0066,Sample Drop,2025-09-23,51,6,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0214,Phone Call,2025-09-23,45,0,Follow-up Required
REP-012,Pooja Iyer,TER-04,HCP-0116,Visit,2025-09-23,55,0,Follow-up Required
REP-040,Bhavna Thakur,TER-16,HCP-0398,Visit,2025-09-24,56,3,No Show
REP-036,Tanvi Patil,TER-15,HCP-0371,Virtual Meeting,2025-09-24,28,0,Positive
REP-030,Rashmi Bose,TER-12,HCP-0296,Phone Call,2025-09-24,16,0,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0436,Phone Call,2025-09-24,30,0,Neutral
REP-029,Siddharth Chopra,TER-12,HCP-0309,Visit,2025-09-24,30,10,Follow-up Required
REP-041,Sameer Rajan,TER-17,HCP-0432,Virtual Meeting,2025-09-24,21,0,Positive
REP-012,Pooja Iyer,TER-04,HCP-0129,Visit,2025-09-24,42,2,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0425,Phone Call,2025-09-24,52,0,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0294,Phone Call,2025-09-24,27,0,Neutral
REP-010,Anjali Mehta,TER-04,HCP-0123,Visit,2025-09-24,15,7,Follow-up Required
REP-036,Tanvi Patil,TER-15,HCP-0382,Sample Drop,2025-09-24,19,0,Neutral
REP-007,Sanjay Verma,TER-03,HCP-0079,Visit,2025-09-24,30,12,Neutral
REP-002,Priya Patel,TER-01,HCP-0001,Visit,2025-09-24,19,9,Positive
REP-009,Deepak Joshi,TER-03,HCP-0089,Visit,2025-09-24,50,7,Positive
REP-007,Sanjay Verma,TER-03,HCP-0087,Virtual Meeting,2025-09-24,55,0,Neutral
REP-016,Swati Chauhan,TER-06,HCP-0159,Visit,2025-09-24,48,4,Neutral
REP-033,Ajay Sen,TER-14,HCP-0361,Visit,2025-09-24,45,6,Neutral
REP-003,Amit Kumar,TER-01,HCP-0031,Sample Drop,2025-09-24,43,15,Positive
REP-002,Priya Patel,TER-01,HCP-0035,Visit,2025-09-24,36,1,Neutral
REP-038,Smita Jain,TER-16,HCP-0414,Sample Drop,2025-09-24,68,1,Positive
REP-013,Rohit Banerjee,TER-05,HCP-0143,Virtual Meeting,2025-09-24,10,0,Follow-up Required
REP-015,Nikhil Mishra,TER-06,HCP-0163,Visit,2025-09-24,68,10,Positive
REP-012,Pooja Iyer,TER-04,HCP-0104,Sample Drop,2025-09-25,23,2,No Show
REP-021,Rahul Shetty,TER-08,HCP-0209,Phone Call,2025-09-25,28,0,Follow-up Required
REP-037,Naveen Deshpande,TER-15,HCP-0393,Visit,2025-09-25,35,11,Declined Meeting
REP-037,Naveen Deshpande,TER-15,HCP-0393,Phone Call,2025-09-25,24,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0496,Virtual Meeting,2025-09-25,53,0,Declined Meeting
REP-013,Rohit Banerjee,TER-05,HCP-0131,Visit,2025-09-25,22,8,Positive
REP-006,Sunita Reddy,TER-02,HCP-0067,Visit,2025-09-25,70,12,Neutral
REP-027,Kiran Malhotra,TER-11,HCP-0288,Phone Call,2025-09-25,18,0,No Show
